CATEGORIE;DATE;QUART;PDQ;LAT;LONG
Méfait;2018-03-26;jour;8;45.4331607989583;-73.6676215525151
Vol dans / sur véhicule à moteur;2018-03-26;jour;8;45.444954382683;-73.6759273455381
Vol de véhicule à moteur;2018-03-26;jour;8;45.4437455313208;-73.7169446917986
Introduction;2018-03-26;soir;9;45.4654993597801;-73.659688447942
Vol dans / sur véhicule à moteur;2018-03-26;jour;9;45.4811702562311;-73.6358708981442
Introduction;2018-03-26;soir;10;45.5299301776852;-73.7045561852585
Vol de véhicule à moteur;2018-03-26;soir;10;45.5309186805616;-73.7087870603015
Vols qualifiés;2018-03-26;soir;10;45.5338191842519;-73.7169051184208
Introduction;2018-03-26;jour;11;45.476701750405;-73.639352629992
Introduction;2018-03-26;soir;11;45.468157717912;-73.6427801265166
Introduction;2018-03-26;jour;11;45.4732789878009;-73.6249097604382
Méfait;2018-03-26;nuit;11;45.4712048950657;-73.6019637877536
Méfait;2018-03-26;soir;11;45.4637247075041;-73.6289698270757
Vols qualifiés;2018-03-26;soir;12;45.4818628683845;-73.5953877465304
Méfait;2018-03-26;soir;13;45.4215058622684;-73.6350364047562
Méfait;2018-03-26;soir;13;45.4205415930018;-73.6301634766661
Méfait;2018-03-26;soir;13;45.4227438642496;-73.6404552897756
Méfait;2018-03-26;soir;13;45.4290163110084;-73.5985543767199
Méfait;2018-03-26;jour;13;45.4311987258145;-73.6189096794597
Méfait;2018-03-26;soir;13;45.4361094108502;-73.6240939744545
Vol dans / sur véhicule à moteur;2018-03-26;jour;13;45.4425741470395;-73.616997517407
Vol de véhicule à moteur;2018-03-26;jour;13;45.4425741470395;-73.616997517407
Vol de véhicule à moteur;2018-03-26;soir;13;45.4288766413714;-73.60911993585
Méfait;2018-03-26;jour;15;45.4476662583995;-73.5955868977884
Méfait;2018-03-26;jour;15;45.4474968376254;-73.5965353627835
Méfait;2018-03-26;soir;15;45.4479206810968;-73.5942458424091
Méfait;2018-03-26;jour;15;45.4815799177329;-73.5693179233771
Vols qualifiés;2018-03-26;soir;15;45.4509931087756;-73.594189272792
Introduction;2018-03-26;nuit;16;45.4630676878734;-73.5735641252917
Introduction;2018-03-26;jour;16;45.4366294710835;-73.5871788464094
Méfait;2018-03-26;soir;16;45.4584372562899;-73.5674150152029
Vol dans / sur véhicule à moteur;2018-03-26;jour;16;45.4576488913695;-73.5761590875613
Introduction;2018-03-26;soir;20;45.4974014869094;-73.5780824053483
Vol dans / sur véhicule à moteur;2018-03-26;soir;20;45.4991112742126;-73.5625531618869
Vol dans / sur véhicule à moteur;2018-03-26;jour;20;45.4995332523524;-73.5761503004438
Introduction;2018-03-26;jour;21;45.5105872503339;-73.5653296195101
Méfait;2018-03-26;soir;21;45.5140843539584;-73.564163051148
Méfait;2018-03-26;jour;21;45.5042285538657;-73.55820039748
Vol dans / sur véhicule à moteur;2018-03-26;nuit;21;45.5026877900179;-73.5593175800635
Vol dans / sur véhicule à moteur;2018-03-26;jour;21;45.5159250231664;-73.5584998527585
Méfait;2018-03-26;jour;22;45.5340150855638;-73.5568365741247
Vol dans / sur véhicule à moteur;2018-03-26;jour;22;45.5214411855814;-73.549877740292
Introduction;2018-03-26;soir;23;45.5578137401435;-73.5338746675954
Introduction;2018-03-26;nuit;23;45.5424039211923;-73.5441496344803
Méfait;2018-03-26;jour;23;45.5479399335961;-73.5430091736739
Méfait;2018-03-26;jour;23;45.5515485637578;-73.5380876508096
Vol dans / sur véhicule à moteur;2018-03-26;jour;23;1;1
Vol dans / sur véhicule à moteur;2018-03-26;soir;24;45.5161179852514;-73.6076851422868
Introduction;2018-03-26;jour;26;45.4872854958959;-73.6218195317309
Introduction;2018-03-26;jour;26;45.512998094199;-73.6248021317082
Méfait;2018-03-26;soir;26;45.4896796921026;-73.6421353142831
Méfait;2018-03-26;jour;26;45.509848797765;-73.6240699801906
Vol dans / sur véhicule à moteur;2018-03-26;soir;26;45.4932359742803;-73.6543422751686
Vol dans / sur véhicule à moteur;2018-03-26;soir;26;45.5004808109127;-73.6466001327714
Introduction;2018-03-26;nuit;27;45.5375272899026;-73.6552574624983
Méfait;2018-03-26;soir;27;45.5494017947503;-73.6713651888832
Méfait;2018-03-26;jour;27;45.5534065901365;-73.661917283378
Vol de véhicule à moteur;2018-03-26;nuit;27;45.5724058539775;-73.6422219947546
Introduction;2018-03-26;jour;30;45.556469024656;-73.6027713376956
Vol dans / sur véhicule à moteur;2018-03-26;jour;30;45.5693024495623;-73.6010992657256
Méfait;2018-03-26;jour;31;45.5428895384261;-73.6404988972863
Méfait;2018-03-26;soir;31;45.5526191990885;-73.6195708447118
Introduction;2018-03-26;nuit;35;45.533341884537;-73.6133342435403
Introduction;2018-03-26;nuit;35;45.5443088899392;-73.5955565578499
Méfait;2018-03-26;jour;35;45.5416853763485;-73.6126523860791
Vol dans / sur véhicule à moteur;2018-03-26;jour;35;45.5430560781947;-73.6065194858995
Introduction;2018-03-26;jour;38;45.5201287033824;-73.584878246438
Introduction;2018-03-26;jour;38;45.5228949780258;-73.5805733152089
Introduction;2018-03-26;jour;38;45.5111119086122;-73.5700431795609
Introduction;2018-03-26;jour;38;45.5111119086122;-73.5700431795609
Introduction;2018-03-26;soir;38;45.5192207665804;-73.5772812301309
Méfait;2018-03-26;nuit;38;45.5192463457546;-73.5725951152006
Méfait;2018-03-26;jour;38;45.5169651944531;-73.5793875092085
Vol dans / sur véhicule à moteur;2018-03-26;jour;38;45.5397295242329;-73.5815788371276
Vol dans / sur véhicule à moteur;2018-03-26;soir;38;45.5157631305366;-73.580483985145
Introduction;2018-03-26;jour;39;45.6094639032806;-73.6114691963937
Introduction;2018-03-26;jour;39;45.6109492410005;-73.6232132902939
Méfait;2018-03-26;jour;39;45.5852684753609;-73.6346293362474
Méfait;2018-03-26;soir;39;45.5826743980832;-73.6395496063943
Vol de véhicule à moteur;2018-03-26;nuit;39;45.5973579012995;-73.6421128828207
Vol de véhicule à moteur;2018-03-26;jour;39;45.5920687640598;-73.6406139927158
Vol de véhicule à moteur;2018-03-26;soir;39;1;1
Méfait;2018-03-26;soir;42;45.5759156243208;-73.5988125908153
Méfait;2018-03-26;jour;42;45.5916302825783;-73.5731081079946
Méfait;2018-03-26;jour;42;45.5853172987968;-73.5705686866343
Vol dans / sur véhicule à moteur;2018-03-26;jour;42;45.5844558497804;-73.5665909342824
Vol dans / sur véhicule à moteur;2018-03-26;soir;42;45.5932743079959;-73.5922855285606
Vol de véhicule à moteur;2018-03-26;soir;42;45.5886139310858;-73.5836373160817
Vol de véhicule à moteur;2018-03-26;jour;42;45.5772828151498;-73.5964376276503
Introduction;2018-03-26;soir;44;45.5542456842308;-73.5966814574403
Introduction;2018-03-26;jour;44;45.5561526513657;-73.5736369141242
Introduction;2018-03-26;soir;44;45.5630375982176;-73.5841253168782
Méfait;2018-03-26;jour;44;45.5541262509548;-73.5600576236889
Méfait;2018-03-26;jour;44;45.5501406088066;-73.5679468249325
Méfait;2018-03-26;jour;44;45.5711392862458;-73.5722721197614
Méfait;2018-03-26;jour;44;45.5817076837548;-73.5733397403313
Méfait;2018-03-26;jour;44;45.5642183382066;-73.5879647527112
Vol dans / sur véhicule à moteur;2018-03-26;jour;44;45.5601056161844;-73.5744809335563
Vol de véhicule à moteur;2018-03-26;soir;45;45.6173747278209;-73.606364369983
Méfait;2018-03-26;jour;46;45.6122877475207;-73.5552453936352
Méfait;2018-03-26;jour;46;45.6108756094239;-73.5468393068301
Méfait;2018-03-26;jour;46;45.6019950825105;-73.5754019330619
Introduction;2018-03-26;jour;48;45.6033745983074;-73.5235798120862
Méfait;2018-03-26;jour;48;45.5873585334658;-73.5612458373246
Méfait;2018-03-26;jour;48;45.5873585334658;-73.5612458373246
Méfait;2018-03-26;jour;48;45.5717196651625;-73.5368655773138
Méfait;2018-03-26;jour;48;45.6065052090927;-73.5289578943615
Méfait;2018-03-26;jour;48;45.5888397026874;-73.539449999322
Méfait;2018-03-26;jour;48;45.5947966972677;-73.5113726917405
Méfait;2018-03-26;jour;48;45.5876716863678;-73.5579805660328
Méfait;2018-03-26;soir;49;45.663577808495;-73.506953448999
Méfait;2018-03-26;jour;49;45.6469698904726;-73.5126679177925
Méfait;2018-03-26;soir;49;45.6664417398308;-73.494383561093
Méfait;2018-03-26;jour;49;45.691855379334;-73.4886567259306
Vol de véhicule à moteur;2018-03-26;nuit;49;45.6376141083349;-73.4913734471036
Vol de véhicule à moteur;2018-03-26;nuit;49;45.6297475797565;-73.5009861544241
Vol dans / sur véhicule à moteur;2018-03-25;jour;1;45.447893359452;-73.8540918680194
Introduction;2018-03-25;jour;3;45.503845696042;-73.8617214052588
Introduction;2018-03-25;jour;3;45.4741515497511;-73.8749432826784
Méfait;2018-03-25;jour;8;45.4459426566505;-73.6769395321579
Méfait;2018-03-25;jour;8;1;1
Méfait;2018-03-25;jour;8;45.4348956586579;-73.6688832411123
Introduction;2018-03-25;nuit;9;45.4660089881624;-73.6534457929373
Méfait;2018-03-25;jour;11;45.4604206659072;-73.6260852012385
Méfait;2018-03-25;jour;11;45.4604206659072;-73.6260852012385
Introduction;2018-03-25;nuit;12;45.4918848180234;-73.5815368842415
Vol dans / sur véhicule à moteur;2018-03-25;jour;12;45.4868530669493;-73.6143860082852
Vol dans / sur véhicule à moteur;2018-03-25;soir;13;45.4439387454457;-73.6147183860688
Vol dans / sur véhicule à moteur;2018-03-25;jour;15;1;1
Introduction;2018-03-25;jour;16;45.4630234204145;-73.5724295865785
Introduction;2018-03-25;soir;16;45.4372955348891;-73.5869529972995
Introduction;2018-03-25;jour;20;45.4965883311579;-73.5700365977447
Méfait;2018-03-25;nuit;20;45.498017738165;-73.5708894312731
Méfait;2018-03-25;soir;20;45.5014366344461;-73.5700858287485
Vol dans / sur véhicule à moteur;2018-03-25;jour;20;45.4995332523524;-73.5761503004438
Introduction;2018-03-25;nuit;21;45.506205187534;-73.564030554495
Vol dans / sur véhicule à moteur;2018-03-25;jour;21;45.5042285538657;-73.55820039748
Vol dans / sur véhicule à moteur;2018-03-25;jour;21;45.5064886456848;-73.556366116911
Vol dans / sur véhicule à moteur;2018-03-25;jour;21;45.5077228270169;-73.5523911555771
Vol dans / sur véhicule à moteur;2018-03-25;jour;21;45.5077228270169;-73.5523911555771
Introduction;2018-03-25;nuit;22;45.5253506181069;-73.5647505732287
Méfait;2018-03-25;jour;22;45.5301176506405;-73.5544550607186
Introduction;2018-03-25;jour;23;45.5442862243073;-73.5453271126079
Introduction;2018-03-25;soir;23;45.5422161581248;-73.5542670512514
Méfait;2018-03-25;jour;23;45.5602707534847;-73.5322646655998
Méfait;2018-03-25;jour;23;45.5602707534847;-73.5322646655998
Méfait;2018-03-25;jour;23;45.5413369421469;-73.5380930868663
Méfait;2018-03-25;jour;23;45.5599152527042;-73.5324988753382
Vol dans / sur véhicule à moteur;2018-03-25;soir;24;45.5209042429966;-73.6132621248919
Vol de véhicule à moteur;2018-03-25;jour;26;45.5023753554662;-73.6294443944221
Vol de véhicule à moteur;2018-03-25;soir;26;45.4946726204123;-73.6528839619059
Vol de véhicule à moteur;2018-03-25;jour;26;45.512656492058;-73.6279537302041
Introduction;2018-03-25;jour;27;45.5460889315987;-73.6604224843987
Méfait;2018-03-25;jour;27;45.5503066806674;-73.6708169826646
Introduction;2018-03-25;jour;30;45.581990137451;-73.6261990445441
Méfait;2018-03-25;soir;30;45.5676192426368;-73.5939394181199
Vol dans / sur véhicule à moteur;2018-03-25;soir;30;45.5692763405707;-73.597702508835
Vol de véhicule à moteur;2018-03-25;jour;30;45.5584904095701;-73.5957215957557
Méfait;2018-03-25;jour;31;45.5532295263067;-73.6190145835717
Introduction;2018-03-25;soir;35;45.5319379377685;-73.6122690474386
Introduction;2018-03-25;nuit;35;45.54296547012;-73.6017355106772
Introduction;2018-03-25;soir;38;45.5223090783303;-73.5811142522048
Méfait;2018-03-25;jour;38;45.5157631305366;-73.580483985145
Méfait;2018-03-25;nuit;38;1;1
Introduction;2018-03-25;nuit;39;45.5811082505522;-73.6410891805176
Introduction;2018-03-25;jour;39;45.5906260983131;-73.6277967417686
Méfait;2018-03-25;jour;39;45.6043132622108;-73.6187363509765
Vol dans / sur véhicule à moteur;2018-03-25;jour;42;45.5844558497804;-73.5665909342824
Vols qualifiés;2018-03-25;soir;42;45.5889179471007;-73.5776201179986
Vol de véhicule à moteur;2018-03-25;jour;45;45.6329371358798;-73.5972446390017
Méfait;2018-03-25;jour;46;45.6027421412903;-73.5547860573508
Méfait;2018-03-25;jour;46;45.606733057418;-73.5864188315587
Introduction;2018-03-25;nuit;48;45.609839174487;-73.5177247537299
Introduction;2018-03-25;jour;48;45.6014456568203;-73.5170502718273
Méfait;2018-03-25;nuit;48;45.595790105758;-73.5232595147659
Vol dans / sur véhicule à moteur;2018-03-25;soir;48;45.6043349471328;-73.5125408657652
Vol de véhicule à moteur;2018-03-25;jour;48;45.6014456568203;-73.5170502718273
Introduction;2018-03-25;jour;49;45.6515560875945;-73.5023094852972
Introduction;2018-03-24;jour;1;45.4464777744734;-73.8825373899635
Vol dans / sur véhicule à moteur;2018-03-24;jour;3;45.5109190024836;-73.807022999879
Vol dans / sur véhicule à moteur;2018-03-24;jour;4;45.5024677060635;-73.7872712093885
Introduction;2018-03-24;soir;5;45.4823966108073;-73.7875327575117
Vol dans / sur véhicule à moteur;2018-03-24;soir;5;45.4625627564722;-73.8292167425863
Vol de véhicule à moteur;2018-03-24;jour;5;45.4495499522697;-73.7425034542873
Introduction;2018-03-24;soir;7;45.5196233706959;-73.6757949192402
Introduction;2018-03-24;nuit;7;45.5066011122587;-73.7008095412479
Introduction;2018-03-24;soir;10;45.5264099662868;-73.7221025111886
Vol dans / sur véhicule à moteur;2018-03-24;jour;10;45.5333858617456;-73.6529465058488
Méfait;2018-03-24;jour;11;45.4608769089622;-73.6343563590932
Vol dans / sur véhicule à moteur;2018-03-24;soir;12;45.4933042967883;-73.5783864306028
Vol de véhicule à moteur;2018-03-24;jour;12;1;1
Méfait;2018-03-24;soir;13;45.431026120707;-73.635206065688
Introduction;2018-03-24;soir;15;45.4791938608771;-73.5531458782398
Introduction;2018-03-24;jour;16;45.4372955348891;-73.5869529972995
Méfait;2018-03-24;jour;16;45.4554524934622;-73.5445456657201
Méfait;2018-03-24;jour;16;45.4601380632026;-73.5672616052577
Introduction;2018-03-24;soir;20;1;1
Introduction;2018-03-24;soir;20;45.4966795454747;-73.5787851389051
Vol dans / sur véhicule à moteur;2018-03-24;jour;20;45.497963900133;-73.5803761831983
Vol dans / sur véhicule à moteur;2018-03-24;jour;20;45.500741119892;-73.5652954801729
Introduction;2018-03-24;jour;21;1;1
Introduction;2018-03-24;soir;21;45.5207802730852;-73.565719377572
Méfait;2018-03-24;soir;21;45.5042285538657;-73.55820039748
Vol dans / sur véhicule à moteur;2018-03-24;soir;21;45.5064886456848;-73.556366116911
Vol dans / sur véhicule à moteur;2018-03-24;soir;21;45.513440400166;-73.5627543624789
Vol dans / sur véhicule à moteur;2018-03-24;jour;21;45.5086304194252;-73.551952418003
Vols qualifiés;2018-03-24;jour;22;45.5224859365535;-73.5565046841496
Introduction;2018-03-24;soir;23;45.5468201845425;-73.5514181965384
Introduction;2018-03-24;soir;23;45.5405961470788;-73.5516834527632
Méfait;2018-03-24;nuit;23;45.5525127853902;-73.5397939779321
Introduction;2018-03-24;soir;24;45.5185158847763;-73.6372286479883
Introduction;2018-03-24;soir;27;45.5554259005795;-73.6373891973335
Introduction;2018-03-24;nuit;30;45.5814336553317;-73.6228606977573
Méfait;2018-03-24;jour;30;45.5814336553317;-73.6228606977573
Vol dans / sur véhicule à moteur;2018-03-24;soir;30;45.5644905177397;-73.596642573284
Introduction;2018-03-24;jour;31;45.5481088526582;-73.6019182054264
Introduction;2018-03-24;jour;31;45.5508823835293;-73.5995469832002
Méfait;2018-03-24;jour;33;45.530986971611;-73.6268168459824
Vol dans / sur véhicule à moteur;2018-03-24;jour;33;45.5286676153123;-73.6372821368177
Vol dans / sur véhicule à moteur;2018-03-24;jour;35;45.5361264000433;-73.6030713681144
Introduction;2018-03-24;jour;38;45.5205762143154;-73.5844745250904
Méfait;2018-03-24;nuit;38;45.5284917611746;-73.5891752748309
Vol dans / sur véhicule à moteur;2018-03-24;soir;38;45.5133385750919;-73.5730046477873
Vol dans / sur véhicule à moteur;2018-03-24;soir;39;45.5852684753609;-73.6346293362474
Vol de véhicule à moteur;2018-03-24;jour;39;45.5964861702234;-73.6216735326767
Vol de véhicule à moteur;2018-03-24;jour;39;45.5826743980832;-73.6395496063943
Vol dans / sur véhicule à moteur;2018-03-24;jour;42;45.5753526477076;-73.5842421834589
Introduction;2018-03-24;nuit;44;45.5459541477422;-73.5560263894875
Méfait;2018-03-24;jour;44;45.5415234775257;-73.5652654167197
Vol de véhicule à moteur;2018-03-24;soir;44;45.5625350370873;-73.5723171181388
Introduction;2018-03-24;jour;45;45.6597579040915;-73.5702339166926
Vol dans / sur véhicule à moteur;2018-03-24;jour;45;45.6278683803642;-73.5944005647268
Vol dans / sur véhicule à moteur;2018-03-24;jour;46;45.6080109799491;-73.5943814165731
Méfait;2018-03-24;jour;48;45.5986761726849;-73.5156281683755
Méfait;2018-03-24;jour;48;45.5827675534282;-73.5430334137262
Méfait;2018-03-24;jour;48;45.6033014818527;-73.5284627020324
Vol dans / sur véhicule à moteur;2018-03-24;jour;49;45.6350960394313;-73.5028680349153
Introduction;2018-03-23;jour;1;45.431255144283;-73.8499687318474
Vol de véhicule à moteur;2018-03-23;jour;1;45.429234967159;-73.9028413650152
Vol dans / sur véhicule à moteur;2018-03-23;soir;3;45.4610133691881;-73.9202925705232
Méfait;2018-03-23;nuit;4;45.4707017349593;-73.8324952984208
Méfait;2018-03-23;jour;5;45.4459726839572;-73.7239295068569
Méfait;2018-03-23;jour;5;45.4663927646669;-73.8279130981457
Méfait;2018-03-23;jour;5;45.4349255759012;-73.8109993424607
Vol dans / sur véhicule à moteur;2018-03-23;soir;5;45.4827987784001;-73.7882542749925
Vol dans / sur véhicule à moteur;2018-03-23;soir;5;45.4700039122407;-73.7128703212388
Vol de véhicule à moteur;2018-03-23;soir;5;45.4556319202307;-73.7323160098665
Introduction;2018-03-23;soir;7;45.5064113890768;-73.6927124257345
Vol dans / sur véhicule à moteur;2018-03-23;soir;7;45.490240950234;-73.691815373559
Vol de véhicule à moteur;2018-03-23;jour;7;45.5139309955587;-73.6593425724487
Introduction;2018-03-23;soir;8;45.4385910864403;-73.6934504387016
Introduction;2018-03-23;soir;10;45.5266438167275;-73.7086138587148
Méfait;2018-03-23;jour;11;45.4646896574475;-73.6454743191133
Méfait;2018-03-23;jour;12;45.4780272790423;-73.5973101921349
Vol dans / sur véhicule à moteur;2018-03-23;jour;15;45.4866653388837;-73.5502817156624
Vol dans / sur véhicule à moteur;2018-03-23;soir;15;45.4781155462272;-73.5836784055528
Introduction;2018-03-23;soir;16;45.4584372562899;-73.5674150152029
Méfait;2018-03-23;soir;16;45.4479583086064;-73.5550131857947
Vol dans / sur véhicule à moteur;2018-03-23;jour;16;45.474266951153;-73.5701286455388
Méfait;2018-03-23;soir;20;45.4958811095993;-73.5731349863126
Méfait;2018-03-23;jour;20;45.5095877102506;-73.5913435069204
Vol dans / sur véhicule à moteur;2018-03-23;jour;20;45.507550284165;-73.570314511571
Vol dans / sur véhicule à moteur;2018-03-23;soir;20;45.505373642249;-73.5677447968167
Vol dans / sur véhicule à moteur;2018-03-23;soir;20;45.4933033104658;-73.5574318201936
Vol dans / sur véhicule à moteur;2018-03-23;nuit;20;45.504226659485;-73.5653788496505
Vol de véhicule à moteur;2018-03-23;soir;20;45.4958933788039;-73.5603274644425
Méfait;2018-03-23;jour;21;45.5136269541166;-73.5574729541403
Vol dans / sur véhicule à moteur;2018-03-23;nuit;21;45.5078164881533;-73.570147590901
